                   0 a =     x, b =     x, cin = x, s =     x, cout = x
                 790 a =  3317, b = 65441, cin = 0, s = 17735, cout = 0
                 791 a =  3317, b = 65441, cin = 0, s = 33812, cout = 0
                 793 a =  3317, b = 65441, cin = 0, s = 36374, cout = 1
                 794 a =  3317, b = 65441, cin = 0, s =  3222, cout = 1
                 800 a = 29132, b =  4283, cin = 0, s =  3222, cout = 1
                 801 a = 29132, b =  4283, cin = 0, s = 40629, cout = 1
                 803 a = 29132, b =  4283, cin = 0, s = 34535, cout = 0
                 804 a = 29132, b =  4283, cin = 0, s = 33383, cout = 0
                 805 a = 29132, b =  4283, cin = 0, s = 33415, cout = 0
                 810 a = 32208, b =  3037, cin = 1, s = 33415, cout = 0
                 811 a = 32208, b =  3037, cin = 1, s = 38396, cout = 0
                 813 a = 32208, b =  3037, cin = 1, s = 42466, cout = 0
                 814 a = 32208, b =  3037, cin = 1, s = 27054, cout = 0
                 815 a = 32208, b =  3037, cin = 1, s = 35246, cout = 0
                 820 a = 23197, b = 50597, cin = 0, s = 35246, cout = 0
                 821 a = 23197, b = 50597, cin = 0, s = 24730, cout = 0
                 823 a = 23197, b = 50597, cin = 0, s = 29234, cout = 1
                 824 a = 23197, b = 50597, cin = 0, s =  8226, cout = 1
                 825 a = 23197, b = 50597, cin = 0, s =    34, cout = 1
                 826 a = 23197, b = 50597, cin = 0, s =  8258, cout = 1
                 830 a = 23602, b =  8521, cin = 0, s =  8258, cout = 1
                 831 a = 23602, b =  8521, cin = 0, s = 49665, cout = 1
                 833 a = 23602, b =  8521, cin = 0, s = 17163, cout = 0
                 834 a = 23602, b =  8521, cin = 0, s = 40859, cout = 0
                 835 a = 23602, b =  8521, cin = 0, s = 40347, cout = 0
                 836 a = 23602, b =  8521, cin = 0, s = 32123, cout = 0
                 840 a = 38502, b = 33309, cin = 1, s = 32123, cout = 0
                 841 a = 38502, b = 33309, cin = 1, s =  5242, cout = 0
                 842 a = 38502, b = 33309, cin = 1, s =  5242, cout = 1
                 843 a = 38502, b = 33309, cin = 1, s =  4212, cout = 1
                 844 a = 38502, b = 33309, cin = 1, s =  6244, cout = 1
                 846 a = 38502, b = 33309, cin = 1, s =  6276, cout = 1
                 850 a = 32138, b = 12982, cin = 1, s =  6276, cout = 1
                 851 a = 32138, b = 12982, cin = 1, s = 17347, cout = 1
                 852 a = 32138, b = 12982, cin = 1, s = 17347, cout = 0
                 853 a = 32138, b = 12982, cin = 1, s =  9931, cout = 0
                 854 a = 32138, b = 12982, cin = 1, s = 44609, cout = 0
                 855 a = 32138, b = 12982, cin = 1, s = 45121, cout = 0
                 860 a = 62640, b = 25970, cin = 0, s = 45121, cout = 0
                 861 a = 62640, b = 25970, cin = 0, s = 28350, cout = 0
                 863 a = 62640, b = 25970, cin = 0, s = 20410, cout = 1
                 864 a = 62640, b = 25970, cin = 0, s = 31266, cout = 1
                 865 a = 62640, b = 25970, cin = 0, s = 30754, cout = 1
                 866 a = 62640, b = 25970, cin = 0, s = 23074, cout = 1
                 870 a = 55493, b = 27171, cin = 1, s = 23074, cout = 1
                 871 a = 55493, b = 27171, cin = 1, s = 30983, cout = 1
                 873 a = 55493, b = 27171, cin = 1, s =  8549, cout = 1
                 874 a = 55493, b = 27171, cin = 1, s =  8937, cout = 1
                 875 a = 55493, b = 27171, cin = 1, s = 17129, cout = 1
                 880 a =  3355, b =  1523, cin = 1, s = 17129, cout = 1
                 881 a =  3355, b =  1523, cin = 1, s = 63719, cout = 1
                 883 a =  3355, b =  1523, cin = 1, s = 25287, cout = 0
                 884 a =  3355, b =  1523, cin = 1, s =  4879, cout = 0
                 890 a =  2550, b =  4841, cin = 0, s =  4879, cout = 0
                 891 a =  2550, b =  4841, cin = 0, s =   249, cout = 0
                 893 a =  2550, b =  4841, cin = 0, s =  2783, cout = 0
                 894 a =  2550, b =  4841, cin = 0, s = 15583, cout = 0
                 896 a =  2550, b =  4841, cin = 0, s =  7391, cout = 0
                 900 a = 46554, b = 10325, cin = 0, s =  7391, cout = 0
                 901 a = 46554, b = 10325, cin = 0, s = 39503, cout = 0
                 903 a = 46554, b = 10325, cin = 0, s = 56111, cout = 0
                 904 a = 46554, b = 10325, cin = 0, s = 56879, cout = 0
                 905 a = 46554, b = 10325, cin = 0, s = 56367, cout = 0
                 906 a = 46554, b = 10325, cin = 0, s = 56879, cout = 0
                 910 a = 25317, b = 42534, cin = 1, s = 56879, cout = 0
                 911 a = 25317, b = 42534, cin = 1, s = 34658, cout = 0
                 913 a = 25317, b = 42534, cin = 1, s = 33692, cout = 1
                 914 a = 25317, b = 42534, cin = 1, s =  2316, cout = 1
                 920 a = 56946, b =   195, cin = 0, s =  2316, cout = 1
                 921 a = 56946, b =   195, cin = 0, s =  4991, cout = 1
                 923 a = 56946, b =   195, cin = 0, s = 22325, cout = 0
                 924 a = 56946, b =   195, cin = 0, s = 57141, cout = 0
                 930 a = 62222, b =   149, cin = 0, s = 57141, cout = 0
                 931 a = 62222, b =   149, cin = 0, s = 61983, cout = 0
                 933 a = 62222, b =   149, cin = 0, s = 62099, cout = 0
                 934 a = 62222, b =   149, cin = 0, s = 62851, cout = 0
                 936 a = 62222, b =   149, cin = 0, s = 62371, cout = 0
                 940 a = 45443, b = 10540, cin = 1, s = 62371, cout = 0
                 941 a = 45443, b = 10540, cin = 1, s = 39062, cout = 0
                 943 a = 45443, b = 10540, cin = 1, s = 55960, cout = 0
                 944 a = 45443, b = 10540, cin = 1, s = 55984, cout = 0
                 950 a = 59038, b = 42678, cin = 1, s = 55984, cout = 0
                 951 a = 59038, b = 42678, cin = 1, s =   567, cout = 0
                 952 a = 59038, b = 42678, cin = 1, s =   567, cout = 1
                 953 a = 59038, b = 42678, cin = 1, s =  3351, cout = 1
                 954 a = 59038, b = 42678, cin = 1, s = 36181, cout = 1
                 960 a = 28987, b = 11670, cin = 1, s = 36181, cout = 1
                 961 a = 28987, b = 11670, cin = 1, s = 37328, cout = 1
                 962 a = 28987, b = 11670, cin = 1, s = 37328, cout = 0
                 963 a = 28987, b = 11670, cin = 1, s = 40664, cout = 0
                 964 a = 28987, b = 11670, cin = 1, s = 40658, cout = 0
                 970 a =  2057, b = 43515, cin = 0, s = 40658, cout = 0
                 971 a =  2057, b = 43515, cin = 0, s = 25484, cout = 0
                 973 a =  2057, b = 43515, cin = 0, s = 12712, cout = 0
                 974 a =  2057, b = 43515, cin = 0, s = 45060, cout = 0
                 976 a =  2057, b = 43515, cin = 0, s = 45572, cout = 0
                 980 a = 32663, b = 42406, cin = 0, s = 45572, cout = 0
                 981 a = 32663, b = 42406, cin = 0, s = 51655, cout = 0
                 983 a = 32663, b = 42406, cin = 0, s = 37341, cout = 1
                 984 a = 32663, b = 42406, cin = 0, s =  9565, cout = 1
                 985 a = 32663, b = 42406, cin = 0, s =  1341, cout = 1
                 986 a = 32663, b = 42406, cin = 0, s =  9533, cout = 1
                 990 a =  8538, b = 16845, cin = 1, s =  9533, cout = 1
                 991 a =  8538, b = 16845, cin = 1, s = 40858, cout = 1
                 993 a =  8538, b = 16845, cin = 1, s = 54788, cout = 0
                 994 a =  8538, b = 16845, cin = 1, s = 25352, cout = 0
                 995 a =  8538, b = 16845, cin = 1, s = 25384, cout = 0
                1000 a = 49855, b = 63399, cin = 0, s = 25384, cout = 0
                1001 a = 49855, b = 63399, cin = 0, s = 13990, cout = 0
                1002 a = 49855, b = 63399, cin = 0, s = 13990, cout = 1
                1003 a = 49855, b = 63399, cin = 0, s = 45174, cout = 1
                1004 a = 49855, b = 63399, cin = 0, s = 47718, cout = 1
                1005 a = 49855, b = 63399, cin = 0, s = 47686, cout = 1
                1006 a = 49855, b = 63399, cin = 0, s = 47718, cout = 1
                1010 a =  1807, b = 18716, cin = 0, s = 47718, cout = 1
                1011 a =  1807, b = 18716, cin = 0, s = 49517, cout = 1
                1012 a =  1807, b = 18716, cin = 0, s = 49517, cout = 0
                1013 a =  1807, b = 18716, cin = 0, s = 17451, cout = 0
                1014 a =  1807, b = 18716, cin = 0, s = 20523, cout = 0
                1020 a = 17868, b = 52014, cin = 0, s = 20523, cout = 0
                1021 a = 17868, b = 52014, cin = 0, s = 37082, cout = 0
                1023 a = 17868, b = 52014, cin = 0, s =  4314, cout = 1
                1024 a = 17868, b = 52014, cin = 0, s =  4346, cout = 1
                1030 a = 65342, b = 20589, cin = 1, s =  4346, cout = 1
                1031 a = 65342, b = 20589, cin = 1, s = 12618, cout = 1
                1033 a = 65342, b = 20589, cin = 1, s =  4874, cout = 1
                1034 a = 65342, b = 20589, cin = 1, s = 20396, cout = 1
                1040 a = 27690, b = 42384, cin = 1, s = 20396, cout = 1
                1041 a = 27690, b = 42384, cin = 1, s = 10565, cout = 1
                1043 a = 27690, b = 42384, cin = 1, s = 33053, cout = 1
                1044 a = 27690, b = 42384, cin = 1, s =  4571, cout = 1
                1045 a = 27690, b = 42384, cin = 1, s =  4539, cout = 1
                1050 a = 23348, b = 31422, cin = 1, s =  4539, cout = 1
                1051 a = 23348, b = 31422, cin = 1, s = 63883, cout = 1
                1053 a = 23348, b = 31422, cin = 1, s = 38371, cout = 0
                1054 a = 23348, b = 31422, cin = 1, s = 54771, cout = 0
                1060 a = 31987, b = 36761, cin = 0, s = 54771, cout = 0
                1061 a = 31987, b = 36761, cin = 0, s =  1810, cout = 0
                1063 a = 31987, b = 36761, cin = 0, s = 43608, cout = 1
                1064 a = 31987, b = 36761, cin = 0, s =  2700, cout = 1
                1065 a = 31987, b = 36761, cin = 0, s =  3212, cout = 1
                1070 a = 42949, b = 38819, cin = 1, s =  3212, cout = 1
                1071 a = 42949, b = 38819, cin = 1, s = 53121, cout = 1
                1073 a = 42949, b = 38819, cin = 1, s = 57249, cout = 1
                1074 a = 42949, b = 38819, cin = 1, s = 24425, cout = 1
                1075 a = 42949, b = 38819, cin = 1, s = 16233, cout = 1
                1080 a = 11081, b = 47834, cin = 0, s = 16233, cout = 1
                1081 a = 11081, b = 47834, cin = 0, s = 40605, cout = 1
                1082 a = 11081, b = 47834, cin = 0, s = 40605, cout = 0
                1083 a = 11081, b = 47834, cin = 0, s = 50447, cout = 0
                1084 a = 11081, b = 47834, cin = 0, s = 50691, cout = 0
                1085 a = 11081, b = 47834, cin = 0, s = 58403, cout = 0
                1086 a = 11081, b = 47834, cin = 0, s = 58915, cout = 0
                1090 a = 27089, b = 56372, cin = 1, s = 58915, cout = 0
                1091 a = 27089, b = 56372, cin = 1, s = 49748, cout = 0
                1093 a = 27089, b = 56372, cin = 1, s =  1730, cout = 1
                1094 a = 27089, b = 56372, cin = 1, s = 17926, cout = 1
                1100 a = 47938, b = 36227, cin = 0, s = 17926, cout = 1
                1101 a = 47938, b = 36227, cin = 0, s = 50467, cout = 1
                1103 a = 47938, b = 36227, cin = 0, s = 17669, cout = 1
                1104 a = 47938, b = 36227, cin = 0, s = 18629, cout = 1
                1110 a =  9113, b =  9922, cin = 1, s = 18629, cout = 1
                1111 a =  9113, b =  9922, cin = 1, s = 31582, cout = 1
                1112 a =  9113, b =  9922, cin = 1, s = 31582, cout = 0
                1113 a =  9113, b =  9922, cin = 1, s = 26712, cout = 0
                1114 a =  9113, b =  9922, cin = 1, s = 18524, cout = 0
                1115 a =  9113, b =  9922, cin = 1, s = 19036, cout = 0
                1120 a = 12821, b =  4142, cin = 1, s = 19036, cout = 0
                1121 a = 12821, b =  4142, cin = 1, s = 27964, cout = 0
                1123 a = 12821, b =  4142, cin = 1, s =  2100, cout = 0
                1124 a = 12821, b =  4142, cin = 1, s = 16932, cout = 0
                1126 a = 12821, b =  4142, cin = 1, s = 16964, cout = 0
                1130 a = 58613, b = 45837, cin = 0, s = 16964, cout = 0
                1131 a = 58613, b = 45837, cin = 0, s = 14214, cout = 0
                1132 a = 58613, b = 45837, cin = 0, s = 14214, cout = 1
                1133 a = 58613, b = 45837, cin = 0, s =  6018, cout = 1
                1134 a = 58613, b = 45837, cin = 0, s = 38402, cout = 1
                1136 a = 58613, b = 45837, cin = 0, s = 38914, cout = 1
                1140 a =  6443, b =  3527, cin = 0, s = 38914, cout = 1
                1141 a =  6443, b =  3527, cin = 0, s = 56086, cout = 1
                1142 a =  6443, b =  3527, cin = 0, s = 56086, cout = 0
                1143 a =  6443, b =  3527, cin = 0, s = 35610, cout = 0
                1144 a =  6443, b =  3527, cin = 0, s =  1778, cout = 0
                1145 a =  6443, b =  3527, cin = 0, s =  9970, cout = 0
                1150 a = 34812, b =  3227, cin = 0, s =  9970, cout = 0
                1151 a = 34812, b =  3227, cin = 0, s = 47481, cout = 0
                1153 a = 34812, b =  3227, cin = 0, s = 41567, cout = 0
                1154 a = 34812, b =  3227, cin = 0, s = 37527, cout = 0
                1155 a = 34812, b =  3227, cin = 0, s = 38039, cout = 0
                1160 a = 12212, b = 11567, cin = 0, s = 38039, cout = 0
                1161 a = 12212, b = 11567, cin = 0, s =  7531, cout = 0
                1163 a = 12212, b = 11567, cin = 0, s = 23635, cout = 0
                1164 a = 12212, b = 11567, cin = 0, s = 23779, cout = 0
                1165 a = 12212, b = 11567, cin = 0, s = 23747, cout = 0
                1166 a = 12212, b = 11567, cin = 0, s = 23779, cout = 0
                1170 a = 24930, b = 54516, cin = 1, s = 23779, cout = 0
                1171 a = 24930, b = 54516, cin = 1, s = 60399, cout = 0
                1173 a = 24930, b = 54516, cin = 1, s = 12641, cout = 1
                1174 a = 24930, b = 54516, cin = 1, s = 21623, cout = 1
                1175 a = 24930, b = 54516, cin = 1, s = 13431, cout = 1
                1176 a = 24930, b = 54516, cin = 1, s = 13911, cout = 1
                1180 a = 57515, b = 41949, cin = 1, s = 13911, cout = 1
                1181 a = 57515, b = 41949, cin = 1, s = 49335, cout = 1
                1183 a = 57515, b = 41949, cin = 1, s =   101, cout = 1
                1184 a = 57515, b = 41949, cin = 1, s = 33897, cout = 1
                1185 a = 57515, b = 41949, cin = 1, s = 33929, cout = 1
                1190 a = 38859, b =  3503, cin = 1, s = 33929, cout = 1
                1191 a = 38859, b =  3503, cin = 1, s = 23963, cout = 1
                1192 a = 38859, b =  3503, cin = 1, s = 23963, cout = 0
                1193 a = 38859, b =  3503, cin = 1, s =  5531, cout = 0
                1194 a = 38859, b =  3503, cin = 1, s = 34171, cout = 0
                1196 a = 38859, b =  3503, cin = 1, s = 42363, cout = 0
